Clase,NombreImagen,MomentosHu,MomentosZernike
triangle,164.png,"[1.91012934e-01 1.31115318e-04 4.25618320e-03 6.46189112e-06
 8.63331729e-10 6.80573442e-08 6.34881321e-10]","[0.31830989 0.02414031 0.31826632 0.31815024 0.00790907 0.0295224
 0.31793916 0.31800461 0.31789353 0.0076931  0.01609413 0.03215459
 0.31848315 0.31692014 0.31789538 0.31748847 0.00130632 0.01603038
 0.01963151 0.0338659  0.31582466 0.31850231 0.31580674 0.31780068
 0.31693327]"
triangle,430.png,"[ 1.90745915e-01  6.95257930e-05  4.23090835e-03  2.77147990e-06
 -2.98701228e-10 -2.22386570e-08 -2.90727252e-11]","[0.31830989 0.00190425 0.32120787 0.31667922 0.01292569 0.00177958
 0.31694124 0.32111476 0.31528108 0.01378732 0.02075259 0.00629196
 0.32035497 0.31663588 0.32075642 0.31397229 0.02021972 0.0157699
 0.02688284 0.01103526 0.31914069 0.31754084 0.31720187 0.31990701
 0.31272781]"
triangle,2743.png,"[2.12794605e-01 8.85247203e-03 5.14465682e-03 3.87796774e-04
 5.03468351e-07 3.20836411e-05 2.15760501e-07]","[0.31830989 0.0681157  0.33484989 0.30984454 0.04620275 0.07544805
 0.32856868 0.32469843 0.30581541 0.02517067 0.0679426  0.07694392
 0.32146398 0.3304827  0.31654446 0.30359184 0.0176622  0.05311232
 0.0749792  0.07719875 0.3207821  0.32800384 0.32494323 0.31110274
 0.30209757]"
triangle,3265.png,"[ 1.91558528e-01  4.70425961e-06  4.39392014e-03  3.25814101e-07
  1.13353924e-11  4.80766877e-10 -4.84564275e-12]","[0.31830989 0.00151995 0.32050096 0.31703319 0.00791985 0.00466726
 0.31668532 0.32069685 0.31582954 0.00982136 0.01206279 0.00801188
 0.32039511 0.31604451 0.32067998 0.3146273  0.01458652 0.01279098
 0.01586965 0.01141753 0.31772222 0.318261   0.31617574 0.32023926
 0.31342636]"
triangle,2573.png,"[1.91443476e-01 8.36630566e-05 4.34127317e-03 1.86840290e-06
 1.50870886e-10 1.63141657e-08 7.45236038e-11]","[0.31830989 0.00529231 0.32079104 0.3168878  0.00818271 0.00433349
 0.31630406 0.3211939  0.3155214  0.00718254 0.01438601 0.00235419
 0.32022932 0.31611869 0.32112085 0.31419031 0.01288481 0.00774122
 0.0190236  0.00072509 0.3170327  0.31870183 0.31622619 0.32062848
 0.31288024]"
triangle,1963.png,"[ 1.88787607e-01  3.92371471e-07  3.91869576e-03  2.69780614e-07
  8.77082769e-12 -9.29136505e-11 -1.28081000e-13]","[0.31830989 0.00204964 0.32226605 0.31614993 0.01314747 0.00166765
 0.3179236  0.32134081 0.31456288 0.01262677 0.02046509 0.00609952
 0.31968835 0.31832452 0.32013212 0.31323853 0.01968358 0.01436655
 0.02613815 0.01071177 0.32010595 0.31738459 0.31881993 0.31862124
 0.31206331]"
triangle,2884.png,"[1.91909395e-01 1.85736311e-04 4.38874112e-03 8.03928379e-06
 8.77828256e-10 6.22499853e-08 1.22870576e-09]","[0.31830989 0.02854878 0.31805488 0.31825617 0.0127298  0.03379582
 0.31678054 0.31860314 0.31787535 0.00535286 0.02431218 0.03564114
 0.31881154 0.31588116 0.31897623 0.31728534 0.00653606 0.0147391
 0.02996871 0.0363776  0.31501565 0.31869186 0.31506626 0.31916358
 0.31653203]"
triangle,277.png,"[1.92426623e-01 1.49402764e-04 4.48745963e-03 4.81481585e-06
 6.87718858e-10 5.78554022e-08 1.67121479e-10]","[0.31830989 0.02790046 0.31559891 0.31948375 0.0021942  0.0378899
 0.31836818 0.31549874 0.3201839  0.02210608 0.00089017 0.04526324
 0.31397951 0.31899726 0.31490321 0.32065262 0.01842666 0.03494743
 0.0012313  0.05175031 0.32056214 0.3116908  0.32015344 0.31384857
 0.32097563]"
triangle,1330.png,"[ 1.92301428e-01  4.77137032e-04  4.34696218e-03  1.34498367e-05
 -3.21590379e-09 -2.89471469e-07 -4.84085954e-10]","[0.31830989 0.02173452 0.31781284 0.31837561 0.00356161 0.02776524
 0.31776505 0.31773999 0.31823836 0.00905782 0.00986435 0.03129487
 0.31706652 0.31761156 0.31741556 0.31796604 0.00419903 0.01740758
 0.01206789 0.03396697 0.31588564 0.31752666 0.31682423 0.31706454
 0.31755603]"
triangle,1489.png,"[ 1.91851206e-01  2.72519592e-04  4.34599399e-03  8.63396051e-06
 -9.83167623e-10 -6.56288754e-08  1.35297975e-09]","[0.31830989 0.03791989 0.32706027 0.31374733 0.03176402 0.03995146
 0.31628969 0.32641871 0.31027448 0.00329652 0.05213504 0.03748152
 0.32251706 0.31804297 0.32471343 0.30744753 0.02477196 0.00999864
 0.06289236 0.0338169  0.31853923 0.32133152 0.31849907 0.32266612
 0.30501086]"
triangle,3155.png,"[ 1.90316348e-01  1.57340691e-04  4.12659723e-03  6.22173774e-06
 -8.43491562e-10 -6.91253758e-08 -5.31400507e-10]","[0.31830989 0.03696972 0.32274145 0.31590899 0.02557169 0.04074724
 0.31613911 0.32292751 0.31385219 0.00146852 0.04420109 0.04001652
 0.32249939 0.31546223 0.32284655 0.3119354  0.02092381 0.01075142
 0.05438538 0.03791428 0.31682709 0.32070184 0.31526133 0.32236844
 0.31009933]"
triangle,268.png,"[ 3.30944356e+01  8.73427707e+00  3.42584196e+04  7.45419901e+03
  1.14863690e+08 -8.45041200e+03 -3.15584638e+07]","[0.31830989 0.04357055 0.32044226 0.31706828 0.00781397 0.0559529
 0.32503867 0.31511767 0.31726126 0.02499793 0.01710047 0.06387734
 0.31798701 0.32277109 0.31217269 0.317694   0.01665622 0.04315581
 0.0191538  0.07036638 0.32703802 0.31360165 0.32211419 0.30975512
 0.31814939]"
triangle,1598.png,"[ 1.91422167e-01  5.60104217e-05  4.35313542e-03  2.42148370e-06
 -3.90867880e-11 -4.38135833e-09  2.45520931e-10]","[0.31830989 0.07158035 0.33428986 0.31012089 0.03401786 0.08413885
 0.32482246 0.32671938 0.30564939 0.03400832 0.0529959  0.09035518
 0.31612348 0.3319592  0.31815795 0.30312124 0.0076557  0.06285059
 0.05811555 0.0949138  0.32584408 0.31958874 0.33140665 0.31093246
 0.30157979]"
triangle,1447.png,"[ 1.90459793e-01  2.11142695e-04  4.12959820e-03  6.82961570e-06
 -3.80794997e-10 -2.03564778e-08  1.08190229e-09]","[0.31830989 0.03343637 0.31796495 0.3183006  0.00902716 0.04154571
 0.31909042 0.31698889 0.31833199 0.01406416 0.01867998 0.04605874
 0.31760597 0.31808053 0.31641817 0.31823934 0.00192558 0.02575123
 0.02236245 0.04935312 0.31750565 0.31715824 0.31709102 0.31594405
 0.31799938]"
triangle,3048.png,"[ 1.90894981e-01  1.23944966e-04  4.23336618e-03  4.32735694e-06
 -5.38538067e-10 -4.68146013e-08 -2.30269498e-10]","[0.31830989 0.04079529 0.31877624 0.31789294 0.01249626 0.05020344
 0.31814465 0.31829171 0.31749196 0.01651298 0.02461289 0.05526183
 0.31767958 0.3179415  0.31769149 0.31703994 0.00178371 0.03071079
 0.02935127 0.05887185 0.31828948 0.31649599 0.31781332 0.31691096
 0.31651987]"
triangle,1798.png,"[ 1.92258740e-01  4.79307093e-04  4.34832753e-03  1.80986851e-05
  3.28836059e-09  2.69256940e-07 -3.86852963e-09]","[0.31830989 0.0150855  0.31878151 0.31789169 0.01998679 0.01342974
 0.31805119 0.31835469 0.31748263 0.01152468 0.03324562 0.00943445
 0.31936038 0.31661997 0.31828697 0.31694503 0.0260695  0.01022258
 0.04237042 0.00470665 0.31837691 0.31712238 0.3163395  0.31797273
 0.31630356]"
triangle,3646.png,"[ 1.92275374e-01  2.04325640e-04  4.44973537e-03  8.25980606e-06
  7.08615879e-11  6.78666678e-09 -1.58192755e-09]","[0.31830989 0.04392131 0.31883386 0.31786389 0.0083543  0.05575683
 0.31902061 0.31775587 0.31758863 0.02438485 0.01809338 0.06322713
 0.31613812 0.31964164 0.31643942 0.3173593  0.01070203 0.04188443
 0.02017804 0.06927834 0.32336913 0.31215956 0.3212635  0.31460673
 0.31716347]"
triangle,3607.png,"[ 1.91999336e-01  1.90947462e-04  4.40122614e-03  6.64044435e-06
 -3.91013819e-10 -2.30919976e-08 -1.06576151e-09]","[0.31830989 0.03900194 0.31964888 0.31745652 0.01702132 0.04630556
 0.31661022 0.320041   0.31650938 0.0096591  0.03169025 0.04917653
 0.31914244 0.31645819 0.31996615 0.31551575 0.00707552 0.02301485
 0.03842295 0.05063589 0.31456564 0.31983457 0.31553072 0.31978502
 0.31444869]"
triangle,165.png,"[1.91350620e-01 2.15138252e-04 4.28410347e-03 8.68377675e-06
 1.63665265e-09 1.24106427e-07 3.55964406e-10]","[0.31830989 0.01654172 0.31891952 0.31782386 0.01609504 0.01666766
 0.31668096 0.31938624 0.31714207 0.00668663 0.02766007 0.01443328
 0.31848782 0.31656202 0.31937266 0.31637    0.01939528 0.00405963
 0.03521459 0.01142477 0.31487822 0.31898567 0.31581445 0.3192171
 0.31550548]"
triangle,1877.png,"[1.90714081e-01 7.34248092e-05 4.21429193e-03 2.35409382e-06
 1.14737157e-13 5.08602020e-09 2.34475735e-10]","[0.31830989 0.01095526 0.3181531  0.31820588 0.00631218 0.01248874
 0.31836288 0.31762248 0.31805896 0.00293145 0.01030303 0.01290055
 0.32012932 0.31585451 0.31793672 0.31767615 0.00659983 0.00464371
 0.01273668 0.01288831 0.31575275 0.31941785 0.31421969 0.31833153
 0.31708093]"
triangle,3118.png,"[ 1.91031532e-01  1.69723954e-04  4.24373451e-03  7.46817835e-06
 -1.05847091e-09 -7.45593963e-08 -8.04532741e-10]","[0.31830989 0.04358075 0.32506652 0.31474502 0.01592114 0.05277615
 0.31831027 0.32341365 0.31227329 0.01963515 0.02787016 0.0577015
 0.31835614 0.32118316 0.32065833 0.31045418 0.00631582 0.03933703
 0.03064029 0.06148264 0.32420418 0.31494826 0.3233161  0.31738538
 0.30904953]"
triangle,47.png,"[1.91682741e-01 2.39318065e-04 4.32836804e-03 1.01812545e-05
 7.43221411e-10 6.43470167e-08 2.00390683e-09]","[0.31830989 0.03924526 0.32714086 0.31370724 0.03043267 0.04215861
 0.31595931 0.32670634 0.31015307 0.0018908  0.04930402 0.04068898
 0.32269221 0.31776613 0.32511275 0.30724032 0.02094272 0.01528929
 0.05866588 0.03807224 0.31930674 0.32068425 0.3186975  0.32301229
 0.30473586]"
triangle,1072.png,"[ 1.90872196e-01  2.30915262e-05  4.25819090e-03  9.39857221e-07
 -3.83287410e-11 -2.80539365e-09  4.54541687e-11]","[0.31830989 0.04172328 0.32501049 0.3147711  0.02561223 0.04707728
 0.31640253 0.32463422 0.31199692 0.00710861 0.04297857 0.04786066
 0.32191851 0.3173594  0.3234699  0.30965812 0.01359411 0.02229468
 0.05092178 0.04737324 0.31825799 0.32041161 0.31769124 0.32193116
 0.30758035]"
triangle,3281.png,"[1.91433203e-01 1.78153200e-05 4.36575498e-03 6.65502786e-07
 5.93568923e-12 5.22837715e-10 3.53774149e-11]","[0.31830989 0.07297056 0.33700792 0.30876342 0.02974936 0.08739398
 0.33204686 0.32417096 0.30459328 0.04143672 0.04561034 0.09571607
 0.31731354 0.33686748 0.31305289 0.30274439 0.01164566 0.07421272
 0.04727859 0.10256255 0.33703963 0.31564334 0.33645176 0.30381026
 0.30205046]"
triangle,3000.png,"[ 1.89858646e-01  2.40942747e-04  4.01753946e-03  8.36513739e-06
 -6.33007086e-10 -5.49257872e-08 -1.39677783e-09]","[0.31830989 0.03577402 0.32220663 0.31617744 0.02581689 0.03907264
 0.31649775 0.32224538 0.31436021 0.00326385 0.04509396 0.0378313
 0.32329036 0.31477099 0.32250445 0.31258781 0.02371475 0.00701429
 0.05617381 0.03516778 0.31662009 0.3211509  0.31415467 0.32243108
 0.31082902]"
triangle,1614.png,"[ 1.92707431e-01  2.51959975e-04  4.47590981e-03  3.96553483e-06
  5.51332721e-12 -5.60276245e-09 -5.28286688e-10]","[0.31830989 0.06132159 0.32725007 0.31364514 0.02751396 0.07259342
 0.31858189 0.32503096 0.3104797  0.02222318 0.04714358 0.07765024
 0.31756907 0.32316662 0.32114964 0.30825968 0.00480595 0.04760774
 0.05378502 0.08099937 0.32292261 0.31666198 0.32476289 0.31707911
 0.30659347]"
triangle,801.png,"[ 1.92987780e-01  5.58534504e-04  4.45405439e-03  2.01227535e-05
 -6.00868909e-09 -4.75512175e-07 -4.33851074e-10]","[0.31830989 0.01553598 0.32078393 0.31688964 0.00860076 0.01783008
 0.31643182 0.32110019 0.31554263 0.00184358 0.01544244 0.01827435
 0.31996319 0.31638542 0.32091031 0.31424311 0.00524299 0.00701584
 0.01884479 0.01814575 0.31677319 0.31884007 0.31634807 0.32036355
 0.3129632 ]"
triangle,2010.png,"[ 1.90529928e-01  3.09846781e-04  4.08379444e-03  4.68674635e-06
 -6.16073071e-10 -8.02979698e-08  2.02160806e-10]","[3.18309886e-01 2.10062675e-04 3.23447457e-01 3.15560405e-01
 1.28520721e-02 4.00903213e-03 3.18685380e-01 3.21818223e-01
 3.13710485e-01 1.34476374e-02 1.96650319e-02 8.74693246e-03
 3.21422323e-01 3.18156410e-01 3.20499329e-01 3.12189020e-01
 2.01189101e-02 1.59266703e-02 2.51856760e-02 1.35934363e-02
 3.21484426e-01 3.17933051e-01 3.18524426e-01 3.18925046e-01
 3.10852840e-01]"
triangle,984.png,"[ 1.93288038e-01  3.12650110e-04  4.58971625e-03  1.15424970e-05
 -2.42508157e-09 -1.81869631e-07  1.08491298e-09]","[0.31830989 0.04722988 0.32837647 0.31308565 0.02420866 0.05489886
 0.31927043 0.3255191  0.30966583 0.01789347 0.03892071 0.05806488
 0.31906926 0.32311567 0.32149884 0.30726322 0.00432653 0.0380234
 0.04346989 0.0601009  0.32122928 0.31953274 0.32343578 0.31767352
 0.30541316]"
triangle,1067.png,"[1.91679965e-01 6.48744978e-05 4.38034501e-03 1.86569159e-06
 1.20172375e-10 1.12450586e-08 1.18342881e-10]","[0.31830989 0.03695705 0.32442834 0.31506322 0.03016098 0.03920612
 0.31506953 0.32504046 0.31226242 0.00458133 0.05073256 0.03687407
 0.32163886 0.31645812 0.32436141 0.3098224  0.02673566 0.00677743
 0.06232484 0.03321412 0.31739245 0.32012591 0.31725596 0.32306919
 0.30762754]"
triangle,939.png,"[ 1.94113650e-01  5.70211752e-04  4.63904038e-03  1.96266787e-05
  5.22150782e-09  4.23754749e-07 -2.79437057e-09]","[0.31830989 0.02142241 0.31867784 0.31794281 0.00664181 0.02632638
 0.31758859 0.3185759  0.31748915 0.00724988 0.01369891 0.02880547
 0.31934795 0.31629651 0.31866617 0.31688548 0.00107542 0.01451297
 0.01674061 0.03046063 0.31637278 0.318462   0.31548264 0.3186254
 0.31614873]"
triangle,392.png,"[ 2.59859098e+01  1.37993177e+02  7.80515495e+03  3.49456498e+03
  1.27748636e+07 -3.79267842e+04  1.30342748e+07]","[0.31830989 0.00177003 0.29653775 0.32901388 0.0056605  0.00382227
 0.30526526 0.30835836 0.33387486 0.01479855 0.00477956 0.00403059
 0.31005236 0.30319589 0.31706949 0.33624944 0.00938579 0.01900918
 0.01098711 0.00331886 0.30693137 0.3063673  0.30684364 0.32290173
 0.3373678 ]"
triangle,2513.png,"[ 2.12552621e+01  1.62219407e+02  1.56256764e+03  1.25423863e+03
  1.65264492e+06 -1.59059773e+04 -5.93132419e+05]","[0.31830989 0.06415299 0.31598515 0.31928266 0.02015986 0.07886516
 0.31950255 0.31505031 0.32002535 0.02325607 0.04076073 0.08647762
 0.31404385 0.31981234 0.31401169 0.32058551 0.0059108  0.04558563
 0.04941115 0.09173128 0.31883771 0.31374644 0.31959642 0.31298296
 0.32096622]"
triangle,3068.png,"[ 1.89375422e-01  1.11545626e-04  3.97833377e-03  3.86545888e-06
 -1.29361049e-10 -7.28502615e-09  4.61564269e-10]","[0.31830989 0.01039844 0.32288897 0.31583828 0.01865567 0.00763492
 0.31641969 0.32286336 0.31379134 0.01271233 0.03016979 0.00314387
 0.32067661 0.31707309 0.32212036 0.31200497 0.02654315 0.01341329
 0.03861468 0.00216963 0.32028439 0.31729665 0.31837716 0.32070817
 0.31041222]"
triangle,1500.png,"[ 1.92276791e-01  4.64764679e-04  4.36061914e-03  1.53439202e-05
 -3.93623940e-09 -3.28799972e-07 -5.08721116e-10]","[0.31830989 0.04405225 0.31826063 0.31814991 0.00945406 0.0555592
 0.31857737 0.31757318 0.31798996 0.02153105 0.02068113 0.06246923
 0.31589884 0.31922813 0.31651095 0.31781255 0.00801515 0.03861635
 0.02395569 0.06786937 0.32043354 0.31394296 0.31995934 0.31513792
 0.31760288]"
triangle,180.png,"[1.91753897e-01 9.52390345e-05 4.39037160e-03 2.09242116e-06
 1.96798659e-10 2.03037933e-08 3.86120657e-11]","[0.31830989 0.01693673 0.31883497 0.31786535 0.00204652 0.02187983
 0.31719287 0.31897144 0.31729697 0.01087898 0.00504799 0.02520705
 0.318375   0.31688734 0.31882132 0.31664139 0.00663885 0.01825044
 0.00509602 0.02802137 0.31648508 0.31782777 0.31649902 0.31846662
 0.31590223]"
triangle,3449.png,"[ 1.92908109e-01  1.95926462e-05  4.61967326e-03  7.81109469e-07
 -1.43276966e-11 -6.56314637e-10  4.46806497e-11]","[0.31830989 0.04178638 0.32906839 0.31274119 0.03153763 0.04518831
 0.31755769 0.32724087 0.30880792 0.00542941 0.04982724 0.04423199
 0.32223949 0.32015039 0.32437486 0.30578834 0.02015566 0.02010921
 0.05845737 0.04216534 0.31844828 0.32273556 0.31989897 0.32158252
 0.30327358]"
triangle,1667.png,"[3.93402290e+01 2.04551513e+02 4.93046175e+04 4.72063197e+03
 1.14925749e+07 4.00560955e+04 7.10955951e+07]","[0.31830989 0.03744578 0.26622102 0.34415959 0.03769054 0.03755648
 0.2752963  0.30307349 0.35407992 0.02627987 0.04358935 0.03669287
 0.28492394 0.28690675 0.32328601 0.35870585 0.02917881 0.03412397
 0.0455151  0.0359393  0.28535724 0.28526753 0.3025904  0.33501584
 0.36100676]"
triangle,2679.png,"[ 2.42305037e+01  2.47605690e+02  5.93508492e+02  1.44249813e+03
 -7.19684602e+05 -8.02019078e+03 -1.12405528e+06]","[0.31830989 0.00627235 0.29136176 0.33160623 0.00683232 0.00655621
 0.2915437  0.31322864 0.33588583 0.00870176 0.00716083 0.00683805
 0.29255192 0.30539729 0.32220855 0.33771591 0.01026942 0.00915247
 0.00749286 0.00712945 0.28998165 0.30374389 0.31274358 0.32713317
 0.33845552]"
triangle,382.png,"[ 1.92032825e-01  3.84878685e-04  4.33125198e-03  1.01273131e-05
  2.65871834e-10 -2.02119169e-08  2.10430672e-09]","[0.31830989 0.06678855 0.33541671 0.30956016 0.03760446 0.07652807
 0.32271497 0.32907067 0.30436521 0.02307814 0.05961597 0.07988801
 0.32095928 0.32777651 0.32210976 0.30097156 0.01169253 0.05006323
 0.06734191 0.08163499 0.32228754 0.32419344 0.32633171 0.31634516
 0.29849543]"
triangle,1035.png,"[ 1.92723282e-01  2.32517130e-05  4.58281079e-03  9.00550230e-07
  5.22076414e-11  4.33395021e-09 -2.49271434e-11]","[0.31830989 0.03417132 0.31737675 0.31859427 0.00610496 0.04351743
 0.31904049 0.31653152 0.31881214 0.01678561 0.0147749  0.04921685
 0.31571981 0.31912166 0.31562373 0.3189296  0.00652727 0.02946245
 0.01752212 0.05366476 0.3175207  0.31600944 0.31843771 0.314811
 0.3189139 ]"
triangle,3705.png,"[ 1.92335731e-01  2.28806061e-04  4.45134537e-03  8.49885193e-06
  5.47569094e-10  5.21498817e-08 -1.55972530e-09]","[0.31830989 0.03747877 0.32093204 0.3168148  0.0210525  0.04293112
 0.31610529 0.32144589 0.31535628 0.00475767 0.03745928 0.04397888
 0.32155995 0.31509787 0.32175883 0.31387275 0.01526566 0.0157943
 0.04608397 0.04361373 0.31592035 0.32018546 0.31466746 0.32170161
 0.31236308]"
triangle,244.png,"[ 1.93450603e-01  5.80933588e-04  4.50814125e-03  1.56261891e-05
 -2.17954355e-09 -2.52173517e-07 -3.52855644e-09]","[0.31830989 0.02898209 0.3199048  0.31733126 0.02267765 0.03106257
 0.31742539 0.31971655 0.31643974 0.00506851 0.03957056 0.02932558
 0.32142378 0.31538286 0.32001958 0.31543476 0.0264025  0.00169248
 0.05039045 0.02627899 0.31627572 0.31998994 0.31433657 0.32017694
 0.31432157]"
triangle,1347.png,"[1.95547946e-01 1.25228442e-03 4.64686268e-03 4.69037628e-05
 1.83426125e-08 1.19671858e-06 1.19600273e-08]","[0.31830989 0.04318222 0.33102482 0.31176341 0.02324168 0.04980132
 0.32017982 0.32712321 0.30761669 0.02052472 0.03453317 0.05280258
 0.31862825 0.32552778 0.32176107 0.30483643 0.00224881 0.04123031
 0.03630787 0.05508333 0.32289483 0.31961361 0.32609526 0.31676448
 0.30280702]"
triangle,169.png,"[1.90907050e-01 5.36141471e-05 4.26600387e-03 3.59878112e-06
 1.98142566e-10 1.15982752e-08 3.99464770e-10]","[0.31830989 0.01498115 0.32008195 0.3172424  0.00218029 0.02068295
 0.31722119 0.31999185 0.31626515 0.01341572 0.00142836 0.02506693
 0.31942365 0.31684394 0.31969409 0.3152954  0.01204899 0.02075744
 0.00296212 0.02901272 0.31856188 0.31721028 0.31713535 0.31900267
 0.31432548]"
triangle,1380.png,"[ 1.94439369e-01  9.16083219e-04  4.54152180e-03  1.85413989e-05
 -5.35882920e-09 -5.56690709e-07 -4.81288026e-10]","[0.31830989 0.02041642 0.31842369 0.31807068 0.01631799 0.02175568
 0.31722961 0.31860642 0.31764208 0.00351883 0.02823618 0.02041502
 0.3192103  0.31604967 0.31884288 0.31703553 0.01732191 0.00090855
 0.03554321 0.01819632 0.31512611 0.31913403 0.31496342 0.31899531
 0.31627308]"
triangle,2926.png,"[ 1.90545544e-01  8.62807788e-05  4.18791759e-03  3.71360876e-06
  8.87398651e-11  1.54016310e-08 -4.54538362e-10]","[0.31830989 0.03216341 0.32095013 0.31680671 0.02803697 0.03352163
 0.31650322 0.32119695 0.31541101 0.00903573 0.04851233 0.03049779
 0.32105115 0.31572482 0.32124561 0.31402676 0.03173559 0.00339077
 0.06146894 0.02605901 0.31587707 0.32018176 0.31512458 0.321035
 0.3126266 ]"
triangle,2475.png,"[ 1.90501744e-01  3.54227456e-05  4.19282807e-03  7.18789753e-07
  2.82119658e-11  3.37925046e-09 -2.75893330e-11]","[0.31830989 0.00956961 0.31894939 0.31780783 0.00919096 0.015814
 0.31793291 0.31857179 0.31732506 0.01846777 0.01364256 0.02168383
 0.31751684 0.31802576 0.31792511 0.31682396 0.02126257 0.02516321
 0.01872119 0.02741813 0.32064326 0.31449447 0.31899722 0.31679892
 0.31631674]"
triangle,1199.png,"[ 1.93720564e-01  2.85902649e-04  4.66017041e-03  7.40440932e-06
 -1.72410290e-11 -1.61327137e-08 -1.37531571e-09]","[0.31830989 0.07791958 0.33027883 0.31212609 0.03808107 0.09121832
 0.32006168 0.32655274 0.30819481 0.0236419  0.06544833 0.09633954
 0.32049117 0.32357322 0.32203713 0.30543965 0.01108817 0.05458222
 0.07599517 0.09917781 0.32324534 0.31969333 0.32404233 0.31772878
 0.30333273]"
triangle,1129.png,"[ 1.91190576e-01  3.32639675e-04  4.19818182e-03  8.89544553e-06
 -1.65735720e-09 -1.53813619e-07  4.56304568e-10]","[0.31830989 0.0757839  0.33472394 0.30990387 0.04483098 0.08610651
 0.32017397 0.3301803  0.30451278 0.01946678 0.0732257  0.08864702
 0.32351199 0.32396317 0.32491035 0.30067074 0.01818081 0.04922857
 0.08468266 0.08915114 0.32175223 0.32429262 0.32339063 0.3202028
 0.29766766]"
triangle,966.png,"[ 1.92561758e-01  1.09553279e-04  4.53122405e-03  4.86527025e-06
 -7.22359650e-10 -4.90545865e-08  5.95201065e-12]","[0.31830989 0.03120584 0.3168511  0.31885947 0.01186996 0.03765161
 0.31648199 0.31780612 0.31882866 0.01046469 0.02228931 0.04069424
 0.31697579 0.31639667 0.31815006 0.31853351 0.0047677  0.02053499
 0.02696945 0.04260281 0.31490171 0.31730745 0.31596519 0.31823087
 0.31804921]"
triangle,2492.png,"[1.90951199e-01 2.47807071e-04 4.18687110e-03 9.11303246e-06
 1.10481740e-09 8.81018280e-08 1.39572856e-09]","[0.31830989 0.06029213 0.33374387 0.31039735 0.03707997 0.06803004
 0.32117461 0.32870687 0.305503   0.01799397 0.0583589  0.06993722
 0.32268235 0.32461711 0.32328705 0.30210276 0.01604287 0.04090864
 0.0667582  0.07034627 0.32217938 0.32361957 0.32374632 0.31858914
 0.29948753]"
triangle,579.png,"[ 1.92079663e-01  9.21501025e-04  4.15258237e-03  2.63535814e-05
 -8.36366041e-09 -7.73990891e-07 -2.46034822e-09]","[0.31830989 0.05118822 0.3308975  0.31182445 0.02527247 0.05982385
 0.32202508 0.32577976 0.30802443 0.02294621 0.03943737 0.06387016
 0.31953813 0.32583251 0.32024257 0.30555865 0.00371069 0.04539706
 0.04288663 0.06681441 0.32398902 0.31989534 0.32562006 0.31535228
 0.30378718]"
triangle,834.png,"[ 1.90733120e-01  7.09827806e-05  4.21503269e-03  1.45733288e-06
 -1.34494366e-11 -4.67468789e-09 -1.13424462e-10]","[0.31830989 0.02618438 0.32092699 0.31681988 0.02230882 0.02746127
 0.31760378 0.32044715 0.31561856 0.0062051  0.03836733 0.02525586
 0.31966552 0.3173974  0.3197998  0.31451528 0.02559146 0.00229403
 0.04859874 0.02190463 0.31546832 0.32037908 0.31620049 0.31923255
 0.31340833]"
triangle,2183.png,"[ 1.91005859e-01  4.12043519e-04  4.15048018e-03  1.47693852e-05
 -3.38150780e-09 -2.73963253e-07 -1.39178778e-09]","[0.31830989 0.04526655 0.3234933  0.31553116 0.01688362 0.05471318
 0.31861236 0.32190077 0.31363277 0.01872025 0.03016052 0.05957646
 0.31903637 0.31993026 0.31984562 0.3121731  0.00287549 0.03667037
 0.03450785 0.06308235 0.32114132 0.31712959 0.32053532 0.31759888
 0.3109528 ]"
triangle,1697.png,"[ 1.93079480e-01  8.05435990e-05  4.62605874e-03  1.77935422e-06
 -1.38908497e-10 -1.44629288e-08  8.22548947e-11]","[0.31830989 0.04601103 0.31811055 0.31822327 0.01083938 0.05771664
 0.31817755 0.31771077 0.31804387 0.02312193 0.02226425 0.06474958
 0.31482567 0.31970543 0.31648436 0.3178749  0.00837289 0.04130834
 0.02534103 0.0702874  0.32028495 0.3133212  0.32076366 0.31488391
 0.31769821]"
triangle,916.png,"[ 1.92212626e-01  1.04316994e-04  4.46657980e-03  2.86580965e-06
  1.61191203e-10  2.25224422e-08 -2.81327365e-10]","[0.31830989 0.04486689 0.33474596 0.30989997 0.02730019 0.05071478
 0.3236274  0.32791608 0.30508568 0.01751327 0.04101256 0.05262679
 0.32156114 0.32748977 0.32114715 0.30198177 0.00688355 0.03675535
 0.04499755 0.05367241 0.32199471 0.3248453  0.32530509 0.31578031
 0.29971375]"
triangle,1.png,"[1.91452982e-01 2.23016769e-04 4.29486990e-03 8.43919191e-06
 4.11163044e-10 3.75136495e-08 1.55316737e-09]","[0.31830989 0.04683146 0.32538058 0.31458713 0.01404558 0.05773309
 0.3196601  0.32277328 0.31223447 0.02631967 0.02427207 0.06436325
 0.31595447 0.32394998 0.31882223 0.31071237 0.01315442 0.04874787
 0.02499449 0.06989215 0.32734641 0.31209617 0.32691296 0.31438208
 0.30971144]"
